Encoder,Video Number,Resolution,Distortion Level,MOS,path
VP9,12,1080p,2,62.41,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/12/1920x1080_2.mp4
VP9,12,1080p,3,75.43,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/12/1920x1080_3.mp4
VP9,12,1080p,4,84.76,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/12/1920x1080_4.mp4
AVS2,12,1080p,1,15.28,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/12/1920x1080_1.mp4
AVS2,12,1080p,2,23.15,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/12/1920x1080_2.mp4
AVS2,12,1080p,3,38.46,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/12/1920x1080_3.mp4
AVS2,12,1080p,4,64.93,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/12/1920x1080_4.mp4
AV1,12,1080p,1,55.98,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/12/1920x1080_1.mp4
AV1,12,1080p,2,72.56,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/12/1920x1080_2.mp4
AV1,12,1080p,3,83.21,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/12/1920x1080_3.mp4
AV1,12,1080p,4,87.37,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/12/1920x1080_4.mp4
HEVC,13,1080p,1,0.74,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/13/1920x1080_1.mp4
HEVC,13,1080p,2,30.29,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/13/1920x1080_2.mp4
HEVC,13,1080p,3,69.62,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/13/1920x1080_3.mp4
HEVC,13,1080p,4,83.39,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/13/1920x1080_4.mp4
H264,13,1080p,1,8.78,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/13/1920x1080_1.mp4
H264,13,1080p,2,41.68,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/13/1920x1080_2.mp4
H264,13,1080p,3,65.3,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/13/1920x1080_3.mp4
H264,13,1080p,4,78.66,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/13/1920x1080_4.mp4
VP9,13,1080p,1,54.19,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/13/1920x1080_1.mp4
VP9,13,1080p,2,79.16,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/13/1920x1080_2.mp4
VP9,13,1080p,3,79.41,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/13/1920x1080_3.mp4
VP9,13,1080p,4,86.09,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/13/1920x1080_4.mp4
AVS2,13,1080p,1,12.86,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/13/1920x1080_1.mp4
AVS2,13,1080p,2,33.06,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/13/1920x1080_2.mp4
AVS2,13,1080p,3,67.36,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/13/1920x1080_3.mp4
AVS2,13,1080p,4,77.06,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/13/1920x1080_4.mp4
AV1,13,1080p,1,62.13,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/13/1920x1080_1.mp4
AV1,13,1080p,2,83.66,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/13/1920x1080_2.mp4
AV1,13,1080p,3,81.03,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/13/1920x1080_3.mp4
AV1,13,1080p,4,78.09,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/13/1920x1080_4.mp4
HEVC,14,1080p,1,3.17,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/14/1920x1080_1.mp4
HEVC,14,1080p,2,31.4,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/14/1920x1080_2.mp4
HEVC,14,1080p,3,67.38,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/14/1920x1080_3.mp4
HEVC,14,1080p,4,80.06,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/14/1920x1080_4.mp4
H264,14,1080p,1,7.29,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/14/1920x1080_1.mp4
H264,14,1080p,2,26.16,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/14/1920x1080_2.mp4
H264,14,1080p,3,53.59,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/14/1920x1080_3.mp4
H264,14,1080p,4,71.62,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/14/1920x1080_4.mp4
VP9,14,1080p,1,63.39,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/14/1920x1080_1.mp4
VP9,14,1080p,2,80.44,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/14/1920x1080_2.mp4
VP9,14,1080p,3,85.62,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/14/1920x1080_3.mp4
VP9,14,1080p,4,85.58,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/14/1920x1080_4.mp4
AVS2,14,1080p,1,22.07,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/14/1920x1080_1.mp4
AVS2,14,1080p,2,38.45,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/14/1920x1080_2.mp4
AVS2,14,1080p,3,69.56,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/14/1920x1080_3.mp4
AVS2,14,1080p,4,81.69,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/14/1920x1080_4.mp4
AV1,14,1080p,1,70.96,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/14/1920x1080_1.mp4
AV1,14,1080p,2,83.6,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/14/1920x1080_2.mp4
AV1,14,1080p,3,86.12,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/14/1920x1080_3.mp4
AV1,14,1080p,4,89.9,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/14/1920x1080_4.mp4
HEVC,15,1080p,1,3.5,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/15/1920x1080_1.mp4
HEVC,15,1080p,2,21.49,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/15/1920x1080_2.mp4
HEVC,15,1080p,3,52.65,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/15/1920x1080_3.mp4
HEVC,15,1080p,4,75.0,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/15/1920x1080_4.mp4
H264,15,1080p,1,5.55,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/15/1920x1080_1.mp4
H264,15,1080p,2,25.41,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/15/1920x1080_2.mp4
H264,15,1080p,3,35.85,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/15/1920x1080_3.mp4
H264,15,1080p,4,65.8,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/15/1920x1080_4.mp4
VP9,15,1080p,1,27.06,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/15/1920x1080_1.mp4
VP9,15,1080p,2,45.9,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/15/1920x1080_2.mp4
VP9,15,1080p,3,65.15,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/15/1920x1080_3.mp4
VP9,15,1080p,4,79.21,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/15/1920x1080_4.mp4
AVS2,15,1080p,1,10.37,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/15/1920x1080_1.mp4
AVS2,15,1080p,2,27.86,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/15/1920x1080_2.mp4
AVS2,15,1080p,3,68.45,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/15/1920x1080_3.mp4
AVS2,15,1080p,4,81.1,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/15/1920x1080_4.mp4
AV1,15,1080p,1,25.84,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/15/1920x1080_1.mp4
AV1,15,1080p,2,65.23,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/15/1920x1080_2.mp4
AV1,15,1080p,3,72.29,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/15/1920x1080_3.mp4
AV1,15,1080p,4,81.4,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/15/1920x1080_4.mp4
HEVC,16,1080p,1,5.81,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/16/1920x1080_1.mp4
HEVC,16,1080p,2,23.27,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/16/1920x1080_2.mp4
HEVC,16,1080p,3,57.63,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/16/1920x1080_3.mp4
HEVC,16,1080p,4,79.68,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/16/1920x1080_4.mp4
H264,16,1080p,1,5.95,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/16/1920x1080_1.mp4
H264,16,1080p,2,22.48,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/16/1920x1080_2.mp4
H264,16,1080p,3,43.0,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/16/1920x1080_3.mp4
H264,16,1080p,4,73.64,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/16/1920x1080_4.mp4
VP9,16,1080p,1,32.4,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/16/1920x1080_1.mp4
VP9,16,1080p,2,66.09,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/16/1920x1080_2.mp4
VP9,16,1080p,3,78.02,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/16/1920x1080_3.mp4
VP9,16,1080p,4,83.47,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/16/1920x1080_4.mp4
AVS2,16,1080p,1,20.52,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/16/1920x1080_1.mp4
AVS2,16,1080p,2,34.2,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/16/1920x1080_2.mp4
AVS2,16,1080p,3,63.55,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/16/1920x1080_3.mp4
AVS2,16,1080p,4,80.62,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/16/1920x1080_4.mp4
AV1,16,1080p,1,65.81,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/16/1920x1080_1.mp4
AV1,16,1080p,2,83.67,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/16/1920x1080_2.mp4
AV1,16,1080p,3,86.57,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/16/1920x1080_3.mp4
AV1,16,1080p,4,87.94,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/16/1920x1080_4.mp4
HEVC,17,1080p,1,8.71,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/17/1920x1080_1.mp4
HEVC,17,1080p,2,27.66,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/17/1920x1080_2.mp4
HEVC,17,1080p,3,51.91,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/17/1920x1080_3.mp4
HEVC,17,1080p,4,74.3,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/17/1920x1080_4.mp4
H264,17,1080p,1,16.15,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/17/1920x1080_1.mp4
H264,17,1080p,2,30.96,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/17/1920x1080_2.mp4
H264,17,1080p,3,49.99,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/17/1920x1080_3.mp4
H264,17,1080p,4,77.51,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/17/1920x1080_4.mp4
VP9,17,1080p,1,30.43,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/17/1920x1080_1.mp4
VP9,17,1080p,2,62.09,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/17/1920x1080_2.mp4
VP9,17,1080p,3,76.87,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/17/1920x1080_3.mp4
VP9,17,1080p,4,81.37,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/17/1920x1080_4.mp4
AVS2,17,1080p,1,16.39,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/17/1920x1080_1.mp4
AVS2,17,1080p,2,16.45,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/17/1920x1080_2.mp4
AVS2,17,1080p,3,33.01,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/17/1920x1080_3.mp4
AVS2,17,1080p,4,53.86,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/17/1920x1080_4.mp4
AV1,17,1080p,1,43.63,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/17/1920x1080_1.mp4
AV1,17,1080p,2,77.18,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/17/1920x1080_2.mp4
AV1,17,1080p,3,81.73,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/17/1920x1080_3.mp4
AV1,17,1080p,4,84.26,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/17/1920x1080_4.mp4
HEVC,18,1080p,1,6.38,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/18/1920x1080_1.mp4
HEVC,18,1080p,2,37.38,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/18/1920x1080_2.mp4
HEVC,18,1080p,3,69.95,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/18/1920x1080_3.mp4
HEVC,18,1080p,4,81.46,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/18/1920x1080_4.mp4
H264,18,1080p,1,22.05,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/18/1920x1080_1.mp4
H264,18,1080p,2,47.14,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/18/1920x1080_2.mp4
H264,18,1080p,3,70.04,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/18/1920x1080_3.mp4
H264,18,1080p,4,84.03,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/18/1920x1080_4.mp4
VP9,18,1080p,1,46.53,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/18/1920x1080_1.mp4
VP9,18,1080p,2,76.16,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/18/1920x1080_2.mp4
VP9,18,1080p,3,79.53,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/18/1920x1080_3.mp4
VP9,18,1080p,4,82.07,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/18/1920x1080_4.mp4
AVS2,18,1080p,1,14.69,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/18/1920x1080_1.mp4
AVS2,18,1080p,2,41.5,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/18/1920x1080_2.mp4
AVS2,18,1080p,3,68.46,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/18/1920x1080_3.mp4
AVS2,18,1080p,4,75.36,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/18/1920x1080_4.mp4
AV1,18,1080p,1,66.77,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/18/1920x1080_1.mp4
AV1,18,1080p,2,80.4,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/18/1920x1080_2.mp4
AV1,18,1080p,3,82.96,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/18/1920x1080_3.mp4
AV1,18,1080p,4,83.16,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/18/1920x1080_4.mp4
HEVC,19,1080p,1,6.12,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/19/1920x1080_1.mp4
HEVC,19,1080p,2,27.08,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/19/1920x1080_2.mp4
HEVC,19,1080p,3,67.53,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/19/1920x1080_3.mp4
HEVC,19,1080p,4,78.59,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/19/1920x1080_4.mp4
H264,19,1080p,1,16.74,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/19/1920x1080_1.mp4
H264,19,1080p,2,49.34,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/19/1920x1080_2.mp4
H264,19,1080p,3,64.95,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/19/1920x1080_3.mp4
H264,19,1080p,4,76.05,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/19/1920x1080_4.mp4
VP9,19,1080p,1,55.85,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/19/1920x1080_1.mp4
VP9,19,1080p,2,71.26,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/19/1920x1080_2.mp4
VP9,19,1080p,3,86.56,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/19/1920x1080_3.mp4
VP9,19,1080p,4,88.76,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/19/1920x1080_4.mp4
AVS2,19,1080p,1,11.75,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/19/1920x1080_1.mp4
AVS2,19,1080p,2,26.9,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/19/1920x1080_2.mp4
AVS2,19,1080p,3,59.03,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/19/1920x1080_3.mp4
AVS2,19,1080p,4,70.66,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/19/1920x1080_4.mp4
AV1,19,1080p,1,67.28,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/19/1920x1080_1.mp4
AV1,19,1080p,2,72.52,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/19/1920x1080_2.mp4
AV1,19,1080p,3,80.68,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/19/1920x1080_3.mp4
AV1,19,1080p,4,84.96,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/19/1920x1080_4.mp4
HEVC,20,1080p,1,8.39,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/20/1920x1080_1.mp4
HEVC,20,1080p,2,36.96,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/20/1920x1080_2.mp4
HEVC,20,1080p,3,62.67,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/20/1920x1080_3.mp4
HEVC,20,1080p,4,77.28,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/20/1920x1080_4.mp4
H264,20,1080p,1,11.48,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/20/1920x1080_1.mp4
H264,20,1080p,2,39.87,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/20/1920x1080_2.mp4
H264,20,1080p,3,57.47,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/20/1920x1080_3.mp4
H264,20,1080p,4,81.11,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/20/1920x1080_4.mp4
VP9,20,1080p,1,56.4,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/20/1920x1080_1.mp4
VP9,20,1080p,2,68.89,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/20/1920x1080_2.mp4
VP9,20,1080p,3,78.55,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/20/1920x1080_3.mp4
VP9,20,1080p,4,84.06,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/20/1920x1080_4.mp4
AVS2,20,1080p,1,29.22,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/20/1920x1080_1.mp4
AVS2,20,1080p,2,40.05,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/20/1920x1080_2.mp4
AVS2,20,1080p,3,65.96,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/20/1920x1080_3.mp4
AVS2,20,1080p,4,82.16,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/20/1920x1080_4.mp4
AV1,20,1080p,1,79.73,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/20/1920x1080_1.mp4
AV1,20,1080p,2,83.59,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/20/1920x1080_2.mp4
AV1,20,1080p,3,86.19,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/20/1920x1080_3.mp4
AV1,20,1080p,4,86.52,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/20/1920x1080_4.mp4
HEVC,1,2160p,1,20.19,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/01/3840x2160_1.mp4
HEVC,1,2160p,2,41.13,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/01/3840x2160_2.mp4
HEVC,1,2160p,3,61.84,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/01/3840x2160_3.mp4
HEVC,1,2160p,4,79.82,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/01/3840x2160_4.mp4
H264,1,2160p,1,9.78,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/01/3840x2160_1.mp4
H264,1,2160p,2,32.52,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/01/3840x2160_2.mp4
H264,1,2160p,3,53.6,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/01/3840x2160_3.mp4
H264,1,2160p,4,73.01,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/01/3840x2160_4.mp4
VP9,1,2160p,1,40.42,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/01/3840x2160_1.mp4
VP9,1,2160p,2,43.29,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/01/3840x2160_2.mp4
VP9,1,2160p,3,73.59,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/01/3840x2160_3.mp4
VP9,1,2160p,4,87.46,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/01/3840x2160_4.mp4
AVS2,1,2160p,1,26.24,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/01/3840x2160_1.mp4
AVS2,1,2160p,2,37.72,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/01/3840x2160_2.mp4
AVS2,1,2160p,3,56.78,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/01/3840x2160_3.mp4
AVS2,1,2160p,4,73.46,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/01/3840x2160_4.mp4
AV1,1,2160p,1,55.37,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/01/3840x2160_1.mp4
AV1,1,2160p,2,70.7,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/01/3840x2160_2.mp4
AV1,1,2160p,3,83.18,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/01/3840x2160_3.mp4
AV1,1,2160p,4,86.13,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AV1/01/3840x2160_4.mp4
HEVC,2,2160p,1,50.93,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/02/3840x2160_1.mp4
HEVC,2,2160p,2,67.79,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/02/3840x2160_2.mp4
HEVC,2,2160p,3,81.55,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/02/3840x2160_3.mp4
HEVC,2,2160p,4,83.7,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/HEVC/02/3840x2160_4.mp4
H264,2,2160p,1,19.71,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/02/3840x2160_1.mp4
H264,2,2160p,2,41.19,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/02/3840x2160_2.mp4
H264,2,2160p,3,63.85,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/02/3840x2160_3.mp4
H264,2,2160p,4,72.65,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/H264/02/3840x2160_4.mp4
VP9,2,2160p,1,58.57,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/02/3840x2160_1.mp4
VP9,2,2160p,2,72.26,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/02/3840x2160_2.mp4
VP9,2,2160p,3,73.22,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/02/3840x2160_3.mp4
VP9,2,2160p,4,86.3,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/VP9/02/3840x2160_4.mp4
AVS2,2,2160p,1,77.52,/mnt/bn/wenwenwinwin-vqa/Waterloo_IVC_4K/AVS2/02/3840x2160_1.mp4
